acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.34,-9.65,1.52,-0.15,0.22,0.61,WAL
0.46,-10.37,2.22,-0.02,0.11,0.32,WAL
0.28,-9.79,1.44,-0.07,0.02,-0.03,WAL
0.11,-8.40,1.36,-0.38,0.34,-0.31,WAL
-0.24,-8.10,2.42,-0.72,0.36,-0.54,WAL
-0.08,-10.31,2.83,0.25,0.31,-0.76,WAL
-0.19,-10.85,1.70,0.12,-0.05,-0.68,WAL
-0.38,-9.11,2.83,-0.65,-0.06,-0.67,WAL
-0.33,-8.71,3.26,-0.32,0.25,-1.00,WAL
-0.52,-9.63,2.52,0.08,0.28,-1.20,WAL
-0.48,-10.29,2.10,0.25,0.35,-1.30,WAL
-0.92,-10.37,1.94,0.06,0.61,-1.38,WAL
-1.16,-10.82,2.29,0.14,0.69,-1.17,WAL
-0.91,-11.23,1.83,0.13,0.59,-0.75,WAL
-0.81,-10.56,1.28,-0.07,0.47,-0.42,WAL
-0.95,-9.70,1.86,-0.31,0.37,-0.04,WAL
-0.59,-9.25,1.46,-0.18,0.19,0.43,WAL
-0.23,-10.22,1.90,-0.00,-0.06,0.68,WAL
-0.42,-10.95,1.44,0.14,-0.57,1.02,WAL
-0.20,-10.64,1.74,-0.13,-0.83,1.46,WAL
0.07,-10.51,1.61,-0.17,-0.35,1.58,WAL
0.47,-10.07,2.03,-0.43,0.43,1.38,WAL
0.14,-9.56,1.81,-0.35,0.57,1.07,WAL
0.10,-9.00,2.05,-0.37,0.14,0.89,WAL
0.55,-10.54,2.01,-0.12,1.35,-0.31,WAL
-0.12,-9.99,2.04,-0.33,0.98,-0.48,WAL
-0.34,-8.92,1.76,-0.50,0.73,-0.38,WAL
-0.31,-9.03,1.82,-0.36,0.88,-0.43,WAL
-0.34,-9.63,1.70,-0.02,0.82,-0.48,WAL
-0.15,-10.05,1.54,0.27,0.53,-0.60,WAL
-0.46,-10.29,1.25,0.23,0.25,-0.80,WAL
-0.83,-10.53,1.64,0.11,0.08,-0.78,WAL
-0.83,-11.35,1.71,0.35,-0.15,-0.52,WAL
-0.71,-10.73,1.04,0.14,-0.11,-0.17,WAL
-0.66,-9.53,1.23,-0.27,-0.46,0.21,WAL
-0.47,-8.78,1.10,-0.33,-0.95,0.63,WAL
-0.07,-9.58,1.05,-0.17,-0.89,0.83,WAL
-0.02,-10.68,0.93,0.11,-0.96,0.94,WAL
-0.08,-11.05,0.68,0.05,-1.32,1.08,WAL
-0.29,-11.08,0.51,-0.04,-1.16,1.03,WAL
-0.56,-10.42,0.60,-0.48,-0.63,1.19,WAL
-0.50,-9.90,1.09,-0.72,-0.06,1.31,WAL
-0.44,-9.42,1.11,-0.60,-0.01,1.33,WAL
-0.00,-9.13,1.15,-0.45,-0.03,1.18,WAL
0.41,-9.60,1.21,-0.15,0.06,0.66,WAL
0.26,-9.57,0.68,-0.01,0.09,0.11,WAL
0.12,-9.62,1.28,-0.01,0.01,-0.26,WAL
-0.28,-9.51,0.67,0.27,0.10,-0.54,WAL
0.12,-9.20,0.52,0.08,0.61,-0.56,WAL
0.01,-9.29,1.23,-0.07,0.93,-0.70,WAL
0.21,-10.69,1.45,0.32,1.06,-0.93,WAL
0.31,-11.08,1.17,0.02,0.94,-1.13,WAL
-0.19,-10.22,1.87,-0.15,0.84,-1.24,WAL
-0.52,-9.63,1.52,-0.16,0.75,-1.39,WAL
-0.85,-9.62,1.54,0.03,0.59,-1.28,WAL
-0.78,-10.67,1.32,0.52,0.41,-1.23,WAL
-1.22,-10.51,0.85,0.56,0.08,-0.97,WAL
-1.20,-10.21,1.04,0.17,0.12,-0.67,WAL
-0.75,-10.83,1.29,0.27,0.22,-0.32,WAL
-0.40,-11.53,0.96,0.32,0.10,-0.08,WAL
-0.77,-9.77,0.35,-0.32,-0.58,0.39,WAL
-0.41,-9.01,1.15,-0.47,-0.37,0.73,WAL
0.62,-10.28,1.30,-0.20,-0.14,0.83,WAL
0.66,-10.73,0.68,-0.12,-0.67,0.91,WAL
0.24,-10.44,0.71,-0.23,-1.57,1.05,WAL
-0.10,-10.49,0.65,0.06,-1.78,1.30,WAL
0.09,-10.30,0.61,-0.26,-1.04,1.31,WAL
0.03,-10.23,0.81,-0.35,-0.45,1.28,WAL
0.13,-9.40,1.03,-0.60,-0.24,1.46,WAL
0.53,-9.21,1.13,-0.47,0.01,1.12,WAL
0.84,-9.85,1.21,-0.33,0.26,0.66,WAL
0.76,-10.08,1.09,-0.11,0.31,0.18,WAL
0.27,-9.71,0.99,-0.07,0.04,-0.22,WAL
0.35,-8.99,0.98,-0.13,0.14,-0.40,WAL
0.01,-9.20,1.47,-0.10,0.50,-0.62,WAL
0.43,-10.06,2.13,-0.00,0.47,-0.63,WAL
0.67,-11.26,2.32,0.34,0.60,-0.95,WAL
-1.04,-10.33,2.06,0.27,0.61,-0.69,WAL
0.12,-9.42,0.92,-0.37,0.95,-1.37,WAL
-0.58,-9.61,1.84,-0.21,1.05,-1.33,WAL
-0.38,-10.49,0.84,0.53,0.95,-1.43,WAL
-1.09,-10.85,0.54,0.45,0.62,-1.41,WAL
-1.30,-10.87,0.91,0.38,0.32,-1.10,WAL
-0.88,-11.55,0.94,0.51,0.46,-0.80,WAL
-0.38,-11.40,0.81,0.19,0.45,-0.44,WAL
-0.77,-9.87,1.19,-0.37,0.17,-0.18,WAL
-0.75,-8.68,1.27,-0.34,-0.26,0.34,WAL
0.03,-9.19,1.36,-0.11,-0.50,0.66,WAL
-0.05,-10.33,0.81,0.21,-1.04,0.91,WAL
0.19,-10.63,0.54,-0.08,-1.23,1.08,WAL
-0.49,-10.67,0.29,0.02,-1.40,1.22,WAL
0.15,-10.66,0.30,-0.39,-1.18,1.81,WAL
0.25,-10.70,1.01,-0.40,-0.73,1.69,WAL
0.23,-10.20,0.89,-0.44,-0.72,1.73,WAL
0.86,-9.61,0.97,-0.54,-0.09,1.42,WAL
0.85,-9.85,1.44,-0.48,0.25,0.80,WAL
1.25,-10.14,1.38,-0.34,0.31,0.46,WAL
1.23,-10.38,1.84,-0.13,0.17,-0.26,WAL
0.55,-8.57,1.24,-0.33,0.06,-0.52,WAL
0.26,-8.73,2.24,-0.15,0.23,-0.81,WAL
0.68,-10.83,2.26,0.87,0.62,-0.88,WAL
0.63,-11.33,0.68,0.49,0.67,-1.09,WAL
-0.24,-10.18,2.00,-0.27,0.35,-1.35,WAL
-0.80,-9.39,2.36,0.02,0.18,-1.29,WAL
-0.54,-9.90,1.99,0.32,0.55,-1.29,WAL
-0.88,-10.46,1.69,0.40,0.60,-1.22,WAL
-1.04,-10.34,1.95,0.25,0.67,-1.18,WAL
-1.29,-10.43,1.83,0.28,0.48,-0.87,WAL
-1.09,-10.85,1.38,0.25,0.40,-0.57,WAL
-1.07,-11.14,1.03,0.24,0.30,-0.26,WAL
-1.19,-9.74,0.89,-0.35,0.10,0.35,WAL
-1.02,-9.12,1.54,-0.48,0.01,0.69,WAL
-0.43,-10.16,1.57,-0.24,-0.35,0.99,WAL
-0.38,-10.52,1.05,-0.30,-1.54,1.27,WAL
-0.11,-10.68,1.16,-0.22,-2.07,1.61,WAL
0.08,-10.99,0.86,-0.05,-1.24,1.55,WAL
-0.09,-10.52,0.37,-0.57,-0.21,1.30,WAL
-0.49,-9.94,1.10,-0.83,-0.01,1.41,WAL
0.01,-9.22,1.10,-0.84,-0.01,1.40,WAL
0.52,-9.15,1.38,-0.64,0.06,1.16,WAL
0.89,-9.51,1.20,-0.14,-0.05,0.63,WAL
1.06,-10.56,1.64,0.15,-0.15,0.04,WAL
0.76,-9.92,0.86,0.22,-0.00,-0.61,WAL
0.13,-8.85,0.93,-0.10,0.46,-0.98,WAL
0.06,-9.61,2.20,-0.15,0.47,-1.03,WAL
0.42,-10.99,1.96,0.32,0.55,-1.20,WAL
0.27,-11.03,1.18,0.17,0.38,-1.34,WAL
-0.23,-10.02,1.44,-0.09,0.59,-1.54,WAL
-0.56,-9.89,1.91,-0.02,0.63,-1.58,WAL
-0.84,-10.47,1.56,0.40,0.45,-1.65,WAL
-1.26,-10.50,1.04,0.29,0.18,-1.42,WAL
-1.35,-10.55,1.70,0.10,0.38,-1.10,WAL
-1.26,-11.26,1.28,0.26,0.42,-0.66,WAL
-0.90,-11.77,0.52,0.20,0.35,-0.12,WAL
-0.70,-10.25,0.95,-0.46,0.07,0.50,WAL
-0.53,-8.82,1.38,-0.52,-0.19,0.91,WAL
0.37,-10.11,1.46,0.04,-0.17,1.09,WAL
0.02,-10.95,0.43,0.26,-1.17,1.21,WAL
0.37,-10.54,0.85,-0.19,-1.78,1.47,WAL
-0.05,-10.56,1.13,0.04,-1.45,1.49,WAL
0.02,-10.40,0.97,-0.19,-0.67,1.47,WAL
-0.15,-10.58,1.15,-0.25,-0.25,1.36,WAL
-0.26,-9.73,1.20,-0.46,-0.23,1.46,WAL
0.39,-9.56,1.61,-0.35,0.13,1.27,WAL
0.76,-9.76,1.17,-0.07,0.39,0.77,WAL
0.81,-10.27,1.35,0.02,0.30,0.34,WAL
0.71,-9.02,0.77,-0.11,0.32,-0.15,WAL
0.12,-8.37,1.02,-0.27,0.37,-0.50,WAL
0.14,-9.51,1.70,-0.09,0.35,-0.68,WAL
0.40,-10.54,1.76,-0.03,0.42,-0.85,WAL
0.13,-10.55,1.81,-0.04,0.21,-1.14,WAL
-0.23,-9.60,1.97,-0.22,0.22,-1.29,WAL
-0.30,-9.61,2.10,-0.08,0.52,-1.48,WAL
-0.45,-10.61,2.09,0.24,0.65,-1.59,WAL
-0.73,-10.89,1.50,0.25,0.65,-1.65,WAL
-1.11,-10.92,1.81,0.12,0.72,-1.54,WAL
-1.34,-11.32,1.33,0.34,0.73,-1.29,WAL
-1.35,-11.70,1.05,0.16,0.72,-0.75,WAL
-1.16,-10.96,0.87,0.04,0.46,-0.33,WAL
-1.14,-9.58,0.87,-0.13,-0.27,0.21,WAL
-0.68,-8.73,1.19,-0.22,-0.65,0.66,WAL
-0.33,-10.25,1.30,0.27,-0.70,0.74,WAL
-0.18,-10.46,0.55,-0.06,-1.18,1.34,WAL
0.31,-10.38,1.20,-0.27,-1.30,1.49,WAL
-0.07,-10.51,0.51,-0.05,-1.04,1.58,WAL
0.18,-10.59,0.60,-0.28,-0.49,1.69,WAL
0.21,-10.52,0.90,-0.36,-0.01,1.57,WAL
0.33,-9.77,1.13,-0.50,-0.01,1.40,WAL
0.64,-9.97,1.26,-0.27,-0.12,1.04,WAL
0.92,-9.95,1.25,-0.31,0.03,0.61,WAL
1.04,-10.60,1.68,-0.11,0.08,0.05,WAL
0.88,-9.00,1.41,-0.51,0.14,-0.35,WAL
0.16,-7.78,1.60,-0.61,0.48,-0.69,WAL
0.38,-9.44,2.68,-0.18,0.71,-0.65,WAL
0.84,-10.80,1.88,0.53,0.91,-0.81,WAL
0.53,-10.72,1.67,0.13,0.48,-1.16,WAL
-0.14,-10.06,2.23,0.19,0.13,-1.33,WAL
-0.35,-10.11,1.80,0.25,0.35,-1.50,WAL
-0.83,-10.68,1.58,0.44,0.56,-1.58,WAL
-0.93,-10.49,1.31,0.31,0.54,-1.33,WAL
-1.07,-10.47,1.47,0.22,0.61,-1.27,WAL
-1.28,-10.80,0.96,0.23,0.35,-0.90,WAL
-0.72,-11.95,1.11,0.36,0.33,-0.47,WAL
-0.81,-10.40,0.74,-0.27,0.22,0.08,WAL
-0.34,-8.35,1.19,-0.65,0.23,0.51,WAL
-0.31,-9.29,1.84,-0.26,-0.31,0.54,WAL
-0.76,-10.65,0.81,0.38,-1.50,0.87,WAL
-0.50,-11.10,0.72,0.04,-1.79,1.43,WAL
-0.47,-10.80,1.18,-0.22,-0.93,1.50,WAL
-0.53,-10.75,0.85,-0.28,-0.60,1.76,WAL
-0.15,-10.52,1.03,-0.45,-0.55,1.90,WAL
0.08,-9.94,1.07,-0.36,-0.49,1.79,WAL
0.38,-9.64,1.27,-0.44,-0.22,1.52,WAL
0.64,-9.54,1.06,-0.31,0.00,0.99,WAL
0.68,-9.70,1.56,-0.37,-0.03,0.41,WAL
0.33,-10.03,1.09,0.18,-0.09,-0.07,WAL
-0.12,-8.68,0.80,-0.34,-0.23,-0.17,WAL
0.02,-8.69,1.80,-0.36,0.30,-0.41,WAL
-0.18,-10.11,1.72,-0.03,0.59,-0.77,WAL
-0.36,-10.88,1.61,-0.10,0.42,-1.02,WAL
-1.31,-10.10,1.97,-0.30,0.09,-1.27,WAL
-1.56,-9.58,2.29,-0.27,-0.08,-1.28,WAL
-1.47,-9.81,1.93,-0.03,0.21,-1.27,WAL
-1.14,-10.03,1.22,0.21,0.44,-1.11,WAL
-0.22,-10.26,1.54,0.14,0.77,-1.12,WAL
-0.33,-10.62,1.43,0.16,0.42,-1.07,WAL
-0.55,-10.86,1.41,0.17,0.12,-1.02,WAL
-0.44,-11.39,1.81,0.16,0.40,-0.84,WAL
-1.04,-10.97,0.69,0.27,0.33,-0.51,WAL
-0.99,-9.19,1.20,-0.32,0.11,0.07,WAL
-0.47,-9.39,1.54,-0.02,0.24,0.42,WAL
-0.22,-10.73,1.17,0.11,0.44,0.78,WAL
0.15,-10.08,1.47,-0.62,0.42,1.23,WAL
0.63,-10.36,2.74,-0.55,0.40,1.38,WAL
0.37,-11.78,1.89,0.25,0.29,1.32,WAL
1.46,-9.51,2.25,-0.08,0,-0.09,WAL
1.42,-9.61,2.16,-0.04,0.08,-0.07,WAL
1.3,-9.6,1.99,-0.07,0.12,0.02,WAL
1.41,-9.71,2.15,-0.11,0.12,-0.01,WAL
1.5,-9.8,2.15,-0.09,0.19,-0.09,WAL
1.27,-9.39,2.23,-0.13,0.2,-0.05,WAL
1.17,-8.83,2.34,-0.19,0.27,0,WAL
1.5,-9.5,2.85,-0.1,0.54,0.07,WAL
1.4,-9.53,2.23,-0.07,0.67,0.06,WAL
1.86,-10.32,2.65,-0.13,0.51,-0.11,WAL
1.17,-9.27,2.2,-0.22,0.26,-0.37,WAL
1.02,-8.76,2.32,-0.46,0.33,-0.39,WAL
0.82,-8.9,2.38,-0.32,0.55,-0.57,WAL
1.08,-9.77,2.39,-0.01,0.73,-0.69,WAL
0.86,-9.83,2.15,-0.11,0.41,-0.71,WAL
0.77,-9.89,2.43,-0.11,0.3,-0.68,WAL
0.92,-10.31,2.32,0.09,0.34,-0.65,WAL
1.03,-10.77,2.01,0.29,0.45,-0.43,WAL
1.19,-10.8,2.19,0,0.02,-0.21,WAL
0.72,-9.87,1.88,-0.09,-0.43,0.2,WAL
0.78,-8.98,1.71,-0.37,-0.62,0.67,WAL
0.98,-9.28,1.79,-0.17,-0.55,0.75,WAL
0.94,-9.78,1.72,0,-0.92,0.8,WAL
1.14,-10.73,1.82,0.23,-1.07,0.99,WAL
1.03,-10.81,1.34,0.24,-0.86,1,WAL
0.79,-10.24,1.26,-0.08,-0.62,1.18,WAL
0.93,-9.66,1.38,-0.3,-0.23,1.27,WAL
1.05,-9.31,1.57,-0.37,-0.09,1.21,WAL
1.5,-9.58,1.71,-0.21,0,1.11,WAL
1.62,-9.56,1.62,-0.16,0.07,0.72,WAL
1.37,-9.19,1.36,-0.23,0.22,0.37,WAL
1.45,-9.62,2.08,-0.31,0.47,0.1,WAL
1.5,-10.04,1.87,0.06,0.56,-0.46,WAL
0.8,-8.73,1.49,-0.22,0.35,-0.59,WAL
0.83,-9.42,3.04,-0.3,0.34,-0.66,WAL
1.13,-10.76,2.9,0.26,0.52,-0.86,WAL
1.25,-10.47,2.3,-0.12,0.25,-0.93,WAL
0.85,-9.36,2.75,-0.57,0,-1.21,WAL
0.51,-9.04,2.36,-0.51,0.43,-1.29,WAL
0.55,-9.52,2.07,-0.15,0.73,-1.18,WAL
0.79,-10.04,1.74,0.08,0.61,-1.12,WAL
0.78,-10.4,1.81,0.01,0.56,-1.21,WAL
0.69,-11.02,2.02,0.12,0.73,-1.05,WAL
0.86,-11.59,1.74,0.25,0.85,-0.71,WAL
0.5,-11.25,1.29,0.34,0.53,-0.25,WAL
0.14,-9.79,0.94,-0.02,-0.17,0.28,WAL
0.27,-8.47,1.23,-0.54,-0.33,0.84,WAL
1.35,-9.82,1.73,-0.28,-0.25,0.73,WAL
1.54,-10.71,1.1,0.13,-0.96,0.9,WAL
1.85,-10.4,0.83,0.11,-1.6,1.31,WAL
1.93,-10.24,1.03,0.14,-1.36,1.33,WAL
1.76,-9.64,0.55,-0.16,-0.83,1.22,WAL
1.6,-9.64,1.14,-0.51,-0.72,1.11,WAL
1.29,-9.35,1.37,-0.59,-0.9,0.96,WAL
1.07,-9.21,1.62,-0.42,-0.92,0.89,WAL
1.8,-9.82,1.43,0.02,-0.24,0.6,WAL
2.42,-11.06,1.74,0.25,0.38,0.12,WAL
1.84,-10.29,1.23,0.06,0.23,-0.35,WAL
0.97,-8.37,1.56,-0.59,-0.03,-0.31,WAL
1.45,-8.48,2.41,-0.59,0.49,-0.32,WAL
2.35,-10.09,2.34,0.12,1.1,-0.58,WAL
2.39,-10.39,1.55,0.29,1.01,-0.86,WAL
1.61,-9.41,1.71,-0.22,0.54,-0.99,WAL
1.3,-8.89,1.87,-0.34,0.62,-1.12,WAL
1.23,-9.5,1.7,-0.16,0.85,-1.19,WAL
1.17,-10.19,1.49,-0.07,0.79,-1.2,WAL
0.91,-10.58,2.05,0.01,0.55,-1.14,WAL
0.82,-11.24,2.2,0.21,0.41,-0.97,WAL
0.89,-11.72,1.92,0.22,0.28,-0.58,WAL
0.56,-11.02,1.66,0.16,0.03,-0.39,WAL
-0.07,-9.37,1.29,-0.05,-0.22,0.14,WAL
0.13,-8.91,1.3,-0.17,-0.17,0.74,WAL
1.11,-10.05,1.22,0.14,0.19,1.08,WAL
1.29,-10.84,0.72,0.14,-0.01,1.39,WAL
1.17,-10.45,0.93,-0.3,-0.68,1.63,WAL
1.19,-10.01,0.94,-0.33,-1,1.35,WAL
0.92,-9.76,0.93,-0.44,-0.68,1.36,WAL
0.64,-9.55,1.07,-0.47,-0.37,1.18,WAL
0.98,-9.75,1.34,-0.21,0.09,1.03,WAL
1.43,-10.18,1.11,-0.16,0.09,0.52,WAL
0.86,-9.46,1.54,-0.43,-0.3,0.26,WAL
1.41,-10.4,1.98,-0.1,-0.23,-0.08,WAL
1.19,-9.12,1.04,-0.11,0.35,-0.47,WAL
0.66,-8.26,1.58,-0.34,0.57,-0.6,WAL
1.24,-9.52,2.23,0.05,0.71,-0.53,WAL
1.78,-10.83,1.67,0.47,0.95,-0.65,WAL
1.97,-10.37,1.24,0,0.97,-0.88,WAL
1.03,-9.32,1.32,-0.45,0.73,-0.98,WAL
0.62,-9,1.61,-0.56,0.48,-1.05,WAL
0.54,-10.05,1.58,-0.04,0.58,-1.27,WAL
0.38,-10.59,1.07,0.06,0.4,-1.24,WAL
0.03,-10.92,1.67,-0.01,0.36,-1.23,WAL
0.11,-11.59,1.56,0.24,0.44,-1.08,WAL
0.09,-12.71,1.44,0.47,0.4,-0.76,WAL
-0.52,-10.22,0.23,-0.1,-0.17,-0.19,WAL
-0.56,-8.7,1.19,-0.49,-0.49,0.58,WAL
0.67,-9.45,1.38,0.09,-0.43,0.93,WAL
0.96,-10.67,0.69,0.75,-0.58,1.1,WAL
0.99,-10.83,0.48,0.35,-1.44,1.58,WAL
1.29,-10.87,1.06,0.3,-1.44,1.6,WAL
0.9,-10.15,0.44,0.04,-1.17,1.33,WAL
0.88,-9.55,0.69,-0.48,-0.93,1.35,WAL
0.64,-9,1.27,-0.54,-0.68,1.26,WAL
1.19,-9.43,1.51,-0.41,-0.19,0.97,WAL
1.25,-9.96,1.15,0.09,-0.04,0.55,WAL
1.5,-10.2,1.3,-0.03,-0.03,0.15,WAL
1.64,-10.92,1.49,0.2,0.05,-0.14,WAL
1.48,-9.02,1.19,-0.44,-0.07,-0.33,WAL
1.4,-9.04,2.09,-0.55,0.13,-0.53,WAL
2.03,-9.94,1.67,0.01,0.59,-0.63,WAL
2.08,-10.16,1.67,-0.04,0.56,-0.89,WAL
1.39,-9.44,1.85,-0.2,0.07,-1.12,WAL
1.34,-9.45,1.89,-0.01,0.13,-1.37,WAL
0.9,-9.74,1.67,-0.08,0.18,-1.51,WAL
1.16,-10.41,1.76,0.05,0.48,-1.53,WAL
1.12,-10.24,1.72,-0.28,0.59,-1.48,WAL
0.95,-10.91,2.19,-0.12,0.68,-1.48,WAL
0.79,-11.56,1.53,0.22,0.55,-1.09,WAL
0.43,-11.3,0.88,0.34,0.29,-0.61,WAL
-0.29,-9.59,1.35,-0.19,-0.07,0.22,WAL
0.27,-9.33,1.6,-0.25,-0.05,0.73,WAL
1.19,-10.36,1.35,0.04,-0.34,1.03,WAL
1.39,-11.1,0.84,0.25,-1.47,1.35,WAL
1.47,-10.99,0.72,0.4,-2.17,1.8,WAL
1.75,-10.65,0.37,0.4,-1.35,1.83,WAL
1.89,-10.2,0.58,0.12,-0.63,1.69,WAL
1.98,-9.62,0.73,-0.1,-0.49,1.5,WAL
2.15,-9.22,1.15,-0.24,-0.07,1.28,WAL
2.69,-9.56,1.14,-0.08,0.03,0.9,WAL
3.51,-10.09,1.12,-0.01,-0.21,0.47,WAL
4.02,-10.35,1.17,-0.04,0.03,-0.17,WAL
3.02,-8.65,1.3,-0.54,0.04,-0.55,WAL
2.67,-8.4,2.02,-0.67,0.42,-0.85,WAL
2.96,-10,2.07,-0.3,1.12,-1.09,WAL
2.94,-10.84,1.61,-0.22,1.11,-1.31,WAL
2.15,-10.13,1.75,-0.48,0.87,-1.38,WAL
1.65,-9.54,1.82,-0.45,1,-1.47,WAL
1.19,-9.88,1.93,-0.1,1.07,-1.38,WAL
1.8,-10.9,1.16,0.26,0.99,-1.48,WAL
0.6,-10.76,1.28,0.01,0.69,-1.77,WAL
0.31,-11.17,1.86,-0.08,0.54,-1.4,WAL
0.04,-11.77,1.66,0.16,0.16,-0.74,WAL
0.17,-11.16,0.4,0.27,-0.11,0.06,WAL
0.19,-9.37,0.97,-0.38,-0.23,0.91,WAL
0.98,-9.34,1.55,-0.29,0.1,1.16,WAL
1.73,-11.17,1.34,0.1,-0.15,1.23,WAL
1.58,-11.6,1.09,0.19,-1.45,1.7,WAL
1.98,-11.38,1.16,0.36,-1.86,1.91,WAL
1.63,-10.41,0.87,0.17,-1.32,1.79,WAL
1.5,-9.94,0.77,0,-0.73,1.74,WAL
1.7,-9.74,0.86,-0.09,-0.45,1.67,WAL
1.93,-9.23,0.75,-0.06,-0.24,1.48,WAL
2.44,-9.53,0.79,0.1,-0.13,1.05,WAL
2.54,-9.58,0.94,-0.05,-0.22,0.61,WAL
2.67,-9.95,1.07,-0.13,-0.08,-0.1,WAL
2.04,-8.69,1.2,-0.68,0.11,-0.42,WAL
1.73,-8.71,1.84,-0.64,0.58,-0.83,WAL
2.18,-10.38,1.87,-0.17,0.76,-1.07,WAL
2.28,-10.63,1.61,-0.22,0.38,-1.32,WAL
1.78,-10.06,2.05,-0.45,0.21,-1.58,WAL
1.34,-9.94,1.91,-0.35,0.49,-1.79,WAL
1.3,-10.51,1.69,-0.21,0.67,-1.86,WAL
1.1,-10.73,1.62,-0.03,0.53,-1.74,WAL
0.86,-10.84,1.36,-0.08,0.72,-1.62,WAL
0.83,-11.36,1.4,-0.25,1.27,-1.47,WAL
-0.08,-10.73,1.23,-0.4,1.03,-1.01,WAL
0.22,-11.57,1.3,0.22,0.39,-0.36,WAL
-0.32,-10.04,0.68,-0.11,-0.34,0.46,WAL
0.41,-9.29,1.54,-0.3,-0.05,1.27,WAL
1.35,-10.97,1.6,0.19,-0.07,1.48,WAL
1.72,-12.13,0.96,0.39,-1.16,1.99,WAL
1.87,-11.75,0.76,0.22,-1.68,2.29,WAL
1.75,-11.06,1.07,-0.09,-0.94,2.24,WAL
1.47,-10.44,0.78,-0.24,-0.4,2.1,WAL
1.58,-9.85,0.85,-0.4,-0.43,2,WAL
1.34,-8.88,0.96,-0.46,-0.45,1.61,WAL
1.38,-8.87,1.11,-0.24,-0.27,1.1,WAL
1.31,-8.89,0.8,-0.19,-0.19,0.41,WAL
1.01,-8.93,1.54,-0.32,-0.15,-0.08,WAL
0.97,-9.82,1.47,0.11,0.18,-0.8,WAL
0.15,-9.31,1.13,-0.18,0.04,-0.88,WAL
-0.43,-9.19,2.71,-0.34,0.07,-0.87,WAL
0.28,-10.84,1.79,0.4,0.62,-0.94,WAL
0.29,-10.83,1.33,0.03,0.27,-0.93,WAL
0.22,-9.44,1.86,-0.36,0.29,-0.9,WAL
0.18,-9.36,1.86,-0.17,0.54,-1.09,WAL
0.6,-9.72,1.31,-0.05,0.62,-1.03,WAL
0.81,-9.97,1.12,-0.05,0.61,-1.05,WAL
1.12,-10.1,1.29,-0.25,0.47,-0.94,WAL
1.25,-10.54,1.8,-0.28,0.43,-0.96,WAL
1.2,-10.41,1.44,-0.24,0.63,-0.84,WAL
1.74,-11.22,1.96,-0.15,1.02,-0.75,WAL
1.55,-10.55,1.27,0.03,0.64,-0.68,WAL
1.72,-10.84,2.22,0.03,1.08,-0.37,WAL
1.45,-9.98,1.98,-0.29,0.52,-0.53,WAL
0.99,-8.92,2.42,-0.62,0.17,-0.55,WAL
0.78,-8.95,2.26,-0.31,0.25,-0.68,WAL
0.85,-9.78,2.02,0.03,0.65,-0.74,WAL
0.63,-10.47,1.80,0.35,0.68,-0.82,WAL
0.45,-10.72,1.40,0.27,0.48,-0.77,WAL
0.26,-10.41,1.48,0.09,0.40,-0.52,WAL
0.37,-11.70,1.70,0.53,0.23,-0.23,WAL
-0.06,-10.84,1.11,0.53,-0.31,0.55,WAL
-0.15,-8.54,0.57,-0.06,-1.09,0.95,WAL
0.12,-9.68,1.48,-0.39,-1.31,1.18,WAL
0.57,-10.94,1.13,-0.17,-1.20,1.42,WAL
0.54,-10.66,0.79,-0.53,-0.87,1.50,WAL
-0.02,-10.06,1.25,-0.43,-0.39,1.39,WAL
0.36,-9.51,1.02,-0.30,-0.08,1.47,WAL
0.97,-9.54,0.80,-0.46,0.07,1.22,WAL
1.21,-9.32,1.16,-0.67,0.01,0.89,WAL
1.92,-10.47,1.36,-0.51,0.25,0.56,WAL
2.19,-10.53,1.42,-0.51,0.15,0.27,WAL
1.58,-10.41,1.88,-0.14,-0.03,-0.34,WAL
0.87,-8.67,1.02,0.02,0.00,-0.50,WAL
1.02,-9.87,2.06,0.41,0.57,-0.57,WAL
1.58,-10.93,1.71,0.55,0.96,-0.77,WAL
1.18,-9.91,1.52,0.09,0.52,-0.98,WAL
0.36,-8.68,1.83,-0.33,0.17,-1.09,WAL
0.49,-9.11,1.55,-0.23,0.49,-1.18,WAL
0.14,-9.80,1.28,-0.25,0.66,-1.33,WAL
-0.08,-10.22,1.32,0.04,0.66,-1.16,WAL
-0.07,-11.43,1.14,0.24,0.77,-1.13,WAL
-0.25,-11.76,0.66,0.25,0.72,-0.76,WAL
0.25,-12.50,0.85,0.26,0.54,-0.40,WAL
-0.53,-9.11,0.31,-0.49,-0.20,0.18,WAL
0.01,-8.69,1.41,-0.51,-0.61,0.60,WAL
0.65,-10.38,0.74,0.39,-0.41,0.69,WAL
0.97,-10.98,-0.11,0.15,-0.57,0.80,WAL
0.35,-10.00,0.56,-0.27,-1.14,1.10,WAL
0.44,-9.41,0.62,-0.06,-1.09,1.21,WAL
0.89,-9.58,0.26,-0.10,-0.57,1.19,WAL
0.91,-9.39,0.73,-0.33,-0.40,1.03,WAL
1.12,-9.74,1.24,-0.17,-0.28,0.89,WAL
1.58,-10.81,1.14,0.18,0.06,0.56,WAL
1.87,-11.69,1.52,-0.06,0.35,0.28,WAL
1.53,-10.13,1.20,-0.18,0.14,-0.03,WAL
1.37,-8.47,1.70,-0.79,0.13,-0.12,WAL
